"","year","country","country_code","CO2","GDP","POP","CO2pc","GDPpc","CO2pcdev","GDPpcdev","CO2pcln","GDPpcln"
"164","St. Vincent and the Grenadines",2010,"YR2010",220.02,681225963,109315,2012.71554681425,0.00623177023281343,-0.00284961110914728,-7739.53263712322,-6.2082704503997,8.73741571793853
"165","Sudan",2010,"YR2010",15940.449,65634109237,34385963,463.574307923265,0.00190874716049104,-0.00439875234803826,-12062.5557094456,-7.67654386666406,7.55420236890425
"166","Suriname",2010,"YR2010",2401.885,4368398048,526103,4565.4273022583,0.00830331332077559,-0.000296899353703225,-5667.98954916106,-5.38924316531616,9.02440990940162
"167","Swaziland",2010,"YR2010",1037.761,4438778424,1202843,862.756818637179,0.00369023922822846,-0.00399956983732435,-10281.0636417082,-7.05537769264193,8.21344656643133
"168","Sweden",2010,"YR2010",52023.729,4.88378e+11,9378126,5547.34805226545,0.052076289015524,0.000685021396303924,38104.9861455873,-5.19443529384081,10.8604650188814
"169","Switzerland",2010,"YR2010",38994.878,5.83783e+11,7824909,4983.42894466888,0.0746057238493125,0.000121102288707348,60634.4209793758,-5.30163708177643,11.2199725104511
"170","Tajikistan",2010,"YR2010",2544.898,5642178580,7641630,333.03078008226,0.000738347522714395,-0.00452929587587927,-13232.9553472223,-8.00727563957601,6.60441461174979
"171","Tanzania",2010,"YR2010",7106.646,31407908612,46098591,154.161891846109,0.00068132035992163,-0.00470816476411542,-13289.982510015,-8.77750726196856,6.52403262126328
"172","Thailand",2010,"YR2010",281926.294,3.41105e+11,67208808,4194.78193989097,0.00507530203481663,-0.000667544716070555,-8896.00083512002,-5.47391392136969,8.53214131638867
"173","Timor-Leste",2010,"YR2010",234.688,894400000,1109591,211.508564867595,0.000806062774481769,-0.00465081809109393,-13165.2400954549,-8.46124506447,6.69216162344625
"174","Togo",2010,"YR2010",2640.24,3172945645,6502952,406.006379871787,0.000487923891334274,-0.00445632027608974,-13483.3789786024,-7.80914168451609,6.19015943330948
"175","Tonga",2010,"YR2010",117.344,369485198.8,104137,1126.82331928133,0.00354806839835985,-0.0037355033366802,-10423.2344715768,-6.78835282703835,8.17415862124812
"176","Trinidad and Tobago",2010,"YR2010",47935.024,22157948396,1328100,36092.9327610873,0.016683945784203,0.0312306061051257,2712.64291426635,-3.32165820119937,9.72220220574329
"177","Tunisia",2010,"YR2010",27660.181,44050929160,10639931,2599.65793011252,0.00414015176978121,-0.00226266872584901,-9831.15110015544,-5.95237540795152,8.32848772551487
"178","Turkey",2010,"YR2010",298002.422,7.71877e+11,72326914,4120.21480689747,0.0106720577073149,-0.000742111849064058,-3299.24516262178,-5.49184997938335,9.27538417549788
"179","Turkmenistan",2010,"YR2010",57289.541,22583157895,5087210,11261.4853721392,0.0044392030002693,0.00639915871617762,-9532.09986966735,-4.48636674915019,8.39823013486957
"180","Tuvalu",2010,"YR2010",7.334,31823518.62,10531,696.420093058589,0.00302188952806001,-0.00416590656290294,-10949.4133418766,-7.26955749773146,8.01363758626113
"181","Uganda",2010,"YR2010",3920.023,20186496527,33915133,115.583300233557,0.000595206173214771,-0.00474674335572797,-13376.0966967219,-9.06551907380902,6.3889078551297
"182","Ukraine",2010,"YR2010",304643.359,1.36013e+11,45870700,6641.3496850931,0.00296513896670424,0.00177902302913157,-11006.1639032324,-5.01444007032222,7.99467917937372
"183","United Arab Emirates",2010,"YR2010",160812.618,2.8988e+11,8270684,19443.6902679391,0.0350490963020713,0.0145813636119776,21077.7934321346,-3.94023266936732,10.4645051090225
"184","United Kingdom",2010,"YR2010",493207.833,2.44117e+12,62766365,7857.83648614987,0.038892964408565,0.00299550983018834,24921.6615386284,-4.846243966646,10.5685686497157
"185","United States",2010,"YR2010",5395532.125,1.49644e+13,309348193,17441.6151349557,0.0483739693284712,0.0125792884789942,34402.6664585346,-4.04889625384014,10.7867171242337
"186","Uruguay",2010,"YR2010",6387.914,40284481662,3374415,1893.04338677963,0.0119382120047475,-0.00296928326918189,-2033.09086518916,-6.26956948742984,9.38749962738708
"187","Uzbekistan",2010,"YR2010",104168.469,39332770929,28562400,3647.04888244685,0.00137708214047139,-0.00121527777351468,-12594.2207294653,-5.61383696377768,7.22772214870801
"188","Vanuatu",2010,"YR2010",121.011,700804286.2,236295,512.118326667936,0.00296580243424533,-0.00435020832929359,-11005.5004356913,-7.57695485285251,7.99490291031254
"189","Venezuela, RB",2010,"YR2010",189070.52,3.93191e+11,29028033,6513.37691396451,0.0135452167909551,0.00165105025800298,-426.086078981507,-5.03389723007061,9.51378875962959
"190","Vietnam",2010,"YR2010",142737.975,1.15932e+11,86932500,1641.94029850746,0.0013335864032439,-0.00322038635745407,-12637.7164666928,-6.41187662762176,7.19562713585664
"191","West Bank and Gaza",2010,"YR2010",2035.185,8913100000,3811102,534.01483350485,0.00233871987682303,-0.00432831182245668,-11632.5829931136,-7.53508694129091,7.75735899747244
"192","Yemen, Rep.",2010,"YR2010",23432.13,30906749533,23606779,992.601743761824,0.00130923195972648,-0.00386972491219971,-12662.0709102102,-6.91518103805062,7.17719595397472
"193","Zambia",2010,"YR2010",2691.578,20265556274,13850033,194.337298690913,0.00146321357313733,-0.00466798935727062,-12508.0892967993,-8.54591525556256,7.28839037337134
"194","Zimbabwe",2010,"YR2010",7777.707,10141859710,14086317,552.146242342835,0.000719979517002209,-0.00431018041361869,-13251.3233529344,-7.50169761499491,6.57922276299739
